task_id,domain,task_type,difficulty,blind_model_code,provider_ui,model_display,verdict,severity,technical_correctness,evidence_grounding,completeness,uncertainty_calibration,systems_reasoning,clarity,error_taxonomy,critical_failure,review_path,reviewer_confidence,written_rationale,improved_answer,candidate_response,source_reference,prompt,reference_context,annotation_origin
RB-REP-001,Replication / FOAK-to-NOAK,Variability analysis,Hard,Model-B,Claude Web,Claude Web — Claude Sonnet 5 Moyen (displayed),Accept with minor edits,Low,4,4,5,5,5,4,Unsupported generalization,None,Systems or interface review,5,"The core conclusion is correct and the response is usable, but a limited correction is needed. Strong engineering view, but several claims about conservative FOAK margins and licensing/site transfer are broader than the supplied reference basis. The issue does not overturn the central engineering conclusion, so a minor edit is sufficient.","Replication requires identifying which assumptions and interfaces are stable and which vary with site, regulation, client requirements, logistics, supply chain and constructability. Deviations need explicit qualification and governance. Standardization aims to minimize redesign, not ignore legitimate variability.","""Copy the FOAK design unchanged"" fails as a NOAK strategy because replication is not just geometric duplication—it's re-establishing an entire manufacturing, construction, and licensing basis under different conditions. Several gaps remain even with an identical design:

- **Supply chain and site differences**: Materials, fabricators, and site geology/seismicity rarely match exactly, so ""unchanged"" drawings still require re-qualification of vendors, welds, and site-specific analyses (foundation, seismic, environmental).
- **FOAK design margins reflect uncertainty, not optimality**: FOAK designs are deliberately conservative to cover unresolved unknowns (first-of-kind testing gaps, unproven construction sequences). Carrying that conservatism forward unchanged forfeits the cost/schedule benefits NOAK is supposed to capture—modularization, standardized procurement, learning-curve efficiencies.
- **As-built vs. as-designed deltas**: FOAK construction typically deviates from the original design (field changes, rework); ""the design"" and ""what was actually built and licensed"" diverge.
- **Regulatory basis**: Licensing is tied to a specific site and often specific analyses; unchanged design doesn't automatically transfer.

So replication must be an engineered, documented process—qualifying the ""copy exactly"" claim itself—rather than an assumption. This is workflow-dependent and varies significantly by program and regulator (I can't confirm specifics here without more context).",Project replication and systems-engineering methodology,Why is 'copy the FOAK design unchanged' not a sufficient NOAK replication strategy?,"Replication requires identifying which assumptions and interfaces are stable and which vary with site, regulation, client requirements, logistics, supply chain and constructability. Deviations need explicit qualification and governance. Standardization aims to minimize redesign, not ignore legitimate variability.",assistant_drafted_expert_review_pending_user_signoff
RB-GIF-VHTR-002,GIF Gen-IV — VHTR / HTGR,RCCS / systems reasoning,Hard,Model-B,Claude Web,Claude Web — Claude Sonnet 5 Moyen (displayed),Accept with minor edits,Low,4,4,5,5,5,4,Unsupported generalization,None,Domain SME review,5,"The core conclusion is correct and the response is usable, but a limited correction is needed. Strong distinction between normal and accident roles, but named-design examples and categorical ultimate-heat-sink wording go beyond the supplied basis. The issue does not overturn the central engineering conclusion, so a minor edit is sufficient.","In HTGR concepts using an RCCS, the system can support removal of heat from the reactor vessel/cavity, including safety-relevant decay-heat scenarios depending on the design. Evaluation should identify the credited safety function, heat-transfer path, passive/active features, interfaces and applicable design basis.","An evaluator should flag that description as a significant safety-relevant error, not a benign simplification — the answer depends on which reactor design is being discussed, but for the design where this claim is most consequential (HTGR concepts like the PBMR/Xe-100/similar, where RCCS is often the designated passive decay-heat-removal path), calling it ""just HVAC"" understates its safety function.

Look for whether the model distinguishes two roles:

1. **Normal operation**: removing containment/cavity ambient heat, controlling concrete and component temperatures — genuinely HVAC-like.
2. **Accident/DBA response**: in many gas-cooled/passive designs, RCCS is credited as the ultimate heat sink for reactor vessel cooling during loss-of-forced-cooling events, relying on natural circulation, radiation, and conduction — no active components required.

A correct answer should note that RCCS design intent varies by reactor type (some designs do keep it as pure HVAC with no safety credit), so a good response should either specify the design context or explicitly flag the ambiguity rather than asserting ""only HVAC"" as a universal fact. Failing to distinguish these roles, or dismissing passive safety credit outright, indicates the model missed a safety-critical function and should be marked down.",GIF VHTR public materials; general HTGR safety concepts,What should an evaluator look for when a model describes the Reactor Cavity Cooling System as 'only a normal-operation HVAC function'?,"In HTGR concepts using an RCCS, the system can support removal of heat from the reactor vessel/cavity, including safety-relevant decay-heat scenarios depending on the design. Evaluation should identify the credited safety function, heat-transfer path, passive/active features, interfaces and applicable design basis.",assistant_drafted_expert_review_pending_user_signoff
RB-EPR-005,EPR / PWR Systems & Safety,P&ID / interface review,Medium,Model-A,Gemini Web,Gemini Web — 3.5 Flash-Lite (displayed),Accept with minor edits,Moderate,5,4,4,4,4,4,Interface or system-boundary omission,None,Systems or interface review,5,"The core conclusion is correct and the response is usable, but a limited correction is needed. Strong technical checks, but it under-emphasizes maintainability, support-system dependencies, downstream documentation and the full lifecycle impact of the P&ID change. The issue does not overturn the central engineering conclusion, so a minor edit is sufficient.","Check the intended function, system boundaries, flow paths, isolation, normal and abnormal states, interfaces, instrumentation/control, electrical/support dependencies, maintainability, requirements, safety classification and downstream document impacts. A P&ID edit cannot be assessed in isolation.","When an AI proposes a Piping and Instrumentation Diagram (P&ID) modification for a nuclear auxiliary system, an expert must rigorously evaluate several core engineering dimensions:

* **Safety Classification and Boundaries:** Verify that quality groups, seismic categories, and pressure boundary classifications (e.g., ASME Section III) remain intact to prevent failure modes compromising safety-related functions.
* **Fluid-System Hydraulics:** Assess impacts on flow rates, pressure drops, pump operating points, and net positive suction head (NPSH) across normal operation, transients, and design-basis accidents.
* **Instrumentation and Control Interlocks:** Check protection system interfaces, containment isolation logic, interlocks, and signal redundancy to ensure failure propagation or spurious actuations are prevented.
* **Material and Environmental Qualification:** Confirm that piping materials, valve types, and instrumentation ratings withstand operating temperatures, pressures, fluid chemistry, and harsh post-accident environments.

*Conclusion:* Because nuclear auxiliary systems vary significantly by reactor design, safety class, and operating state, the acceptability of any P&ID change is strictly **design-specific and context-dependent**, requiring comprehensive plant-specific safety evaluations and configuration management reviews.",Systems-engineering and nuclear design-review practice,What should an expert check when an AI proposes a P&ID modification to a nuclear auxiliary system?,"Check the intended function, system boundaries, flow paths, isolation, normal and abnormal states, interfaces, instrumentation/control, electrical/support dependencies, maintainability, requirements, safety classification and downstream document impacts. A P&ID edit cannot be assessed in isolation.",assistant_drafted_expert_review_pending_user_signoff
RB-GIF-SFR-002,GIF Gen-IV — SFR,Safety reasoning,Hard,Model-A,Gemini Web,Gemini Web — 3.5 Flash-Lite (displayed),Accept with minor edits,Low,5,5,5,5,5,4,Unsupported generalization,None,Domain SME review,5,"The core conclusion is correct and the response is usable, but a limited correction is needed. Correctly distinguishes low-pressure behavior from coolant loss, though a few statements about core uncovering and chemical consequences are broader than needed. The issue does not overturn the central engineering conclusion, so a minor edit is sufficient.","Low pressure can reduce some high-pressure break phenomena, but it does not eliminate coolant leakage, loss of inventory, flow degradation, heat-removal challenges or sodium-related chemical hazards. Accident categories and consequences are design-specific.","The claim is technically incorrect and conflates high-pressure blowdown with coolant inventory loss. While sodium-cooled fast reactors (SFRs) operate at near-atmospheric pressure—eliminating the rapid coolant expulsion driven by high-pressure stored energy typical of pressurized water reactors—low operating pressure does not preclude a loss-of-coolant accident (LOCA).

A LOCA is fundamentally defined by the loss of coolant inventory needed for adequate core cooling, not by system pressure. Sodium can still be lost via vessel breaches, pipe ruptures, valve failures, or drain line leaks. Although low pressure prevents energetic flashing and blowdown, gravity drainage or unmitigated leaks can still uncover the core. Furthermore, coolant loss in SFRs creates severe chemical hazards, including exothermic sodium-air or sodium-water reactions.

Whether an inventory loss event leads to core damage is highly design-dependent, relying heavily on safety provisions such as guard vessels, reactor cavity configurations, and passive decay heat removal systems.",GIF SFR safety public materials,A model says sodium-cooled fast reactors cannot have loss-of-coolant accidents because the primary circuit operates at low pressure. Evaluate.,"Low pressure can reduce some high-pressure break phenomena, but it does not eliminate coolant leakage, loss of inventory, flow degradation, heat-removal challenges or sodium-related chemical hazards. Accident categories and consequences are design-specific.",assistant_drafted_expert_review_pending_user_signoff
RB-EPR-004,EPR / PWR Systems & Safety,Dilution and recriticality,Hard,Model-C,ChatGPT Web,ChatGPT Web — GPT-5.6 Luna (displayed/default),Accept as written,Low,5,5,5,5,5,5,No material error,None,No additional review,5,"The response is technically sound and closely aligned with the reference context. Accurately focuses on local multiplication conditions, mixing timescales, flow paths and reactivity feedbacks while remaining design- and transient-specific. No material correction is needed, and the answer is sufficiently bounded for the stated dilution and recriticality task.","Heterogeneous dilution matters because recriticality depends on the **local** neutron multiplication conditions, not simply on the core-average moderator boron concentration. During some PWR transients, mixing can be incomplete or stratified, producing regions with substantially different boron concentrations. A locally under-borated region can therefore have a smaller negative soluble-boron worth than implied by an assumed homogeneous concentration.

This is particularly important when coolant density, temperature, and geometry are simultaneously changing. Void formation or coolant displacement can redistribute borated water and alter neutron leakage and moderation, potentially creating a spatial configuration in which reactivity is higher than predicted by a homogenized model. The relevant question is thus whether a sufficiently large, sufficiently under-borated region can exist while maintaining a favorable neutron geometry—not merely whether the total boron inventory is adequate.

The importance and severity of this effect are **transient- and design-specific**. It depends on mixing timescales, flow paths, core geometry, boron transport, and the reactivity feedbacks represented in the analysis.","Heterogeneous dilution matters because recriticality depends on the **local** neutron multiplication conditions, not simply on the core-average moderator boron concentration. During some PWR transients, mixing can be incomplete or stratified, producing regions with substantially different boron concentrations. A locally under-borated region can therefore have a smaller negative soluble-boron worth than implied by an assumed homogeneous concentration.

This is particularly important when coolant density, temperature, and geometry are simultaneously changing. Void formation or coolant displacement can redistribute borated water and alter neutron leakage and moderation, potentially creating a spatial configuration in which reactivity is higher than predicted by a homogenized model. The relevant question is thus whether a sufficiently large, sufficiently under-borated region can exist while maintaining a favorable neutron geometry—not merely whether the total boron inventory is adequate.

The importance and severity of this effect are **transient- and design-specific**. It depends on mixing timescales, flow paths, core geometry, boron transport, and the reactivity feedbacks represented in the analysis.",Public PWR reactor-physics and safety-analysis principles,Why can heterogeneous dilution be important when evaluating recriticality risk during some PWR transients?,"Spatially non-uniform boron concentration can create local reactivity conditions that differ from a well-mixed assumption. Evaluation may need coupled thermal-hydraulic and neutronic reasoning, mixing behavior, timing, core state and conservative assumptions.",assistant_drafted_expert_review_pending_user_signoff
RB-GIF-SFR-002,GIF Gen-IV — SFR,Safety reasoning,Hard,Model-B,Claude Web,Claude Web — Claude Sonnet 5 Moyen (displayed),Accept with minor edits,Moderate,4,4,5,5,5,4,Unsupported generalization,None,Domain SME review,5,"The core conclusion is correct and the response is usable, but a limited correction is needed. The main conclusion is correct, but several design-specific claims about pool layouts, guard vessels and which accident concern is more limiting are too generalized. The issue does not overturn the central engineering conclusion, so a minor edit is sufficient.","Low pressure can reduce some high-pressure break phenomena, but it does not eliminate coolant leakage, loss of inventory, flow degradation, heat-removal challenges or sodium-related chemical hazards. Accident categories and consequences are design-specific.","This claim overstates what low pressure buys you. Low primary-system pressure removes the classic driving force for a large-break LOCA seen in PWRs/BWRs — there's no stored pressure energy to rapidly expel coolant through a break, so the ""double-ended guillotine break with flashing"" scenario largely doesn't apply to SFRs. That's a genuine and important safety advantage of pool-type designs especially, where the vessel typically has no large penetrations below the sodium free surface, making a low-level breach practically hard to initiate.

But ""cannot have LOCAs"" is too strong. Loop-type SFRs have piping runs outside the vessel, and elevation-driven leaks, seal failures, or piping breaches can still drain sodium and uncover the core, even without a pressure-driven blowdown. Pool designs reduce but don't eliminate this — guard vessels and leak-before-break design are still required. Also, loss of forced circulation (pump trip, loss of decay-heat removal) is a more limiting SFR concern than pressure-driven LOCA, and sodium-void reactivity effects during any coolant loss are design-specific. So: risk profile differs fundamentally, but the mechanism isn't categorically impossible.",GIF SFR safety public materials,A model says sodium-cooled fast reactors cannot have loss-of-coolant accidents because the primary circuit operates at low pressure. Evaluate.,"Low pressure can reduce some high-pressure break phenomena, but it does not eliminate coolant leakage, loss of inventory, flow degradation, heat-removal challenges or sodium-related chemical hazards. Accident categories and consequences are design-specific.",assistant_drafted_expert_review_pending_user_signoff
RB-GIF-SCWR-002,GIF Gen-IV — SCWR,Thermal-hydraulics reasoning,Hard,Model-C,ChatGPT Web,ChatGPT Web — GPT-5.6 Luna (displayed/default),Accept as written,Low,5,5,5,5,5,5,No material error,None,No additional review,5,"The response is technically sound and closely aligned with the reference context. Clear, complete and appropriately design-dependent; it links pseudo-critical property variation to heat transfer, cladding temperature and stability. No material correction is needed, and the answer is sufficiently bounded for the stated thermal-hydraulics reasoning task.","Heat-transfer analysis near the pseudo-critical region is important in an SCWR because water’s thermophysical properties change very rapidly there, even though the fluid remains single-phase. Around the pseudo-critical temperature, density, specific heat, thermal conductivity, and viscosity can vary strongly with temperature. These variations can substantially alter the local heat-transfer coefficient and coolant temperature distribution.

This is particularly important for predicting **wall temperature and fuel-cladding temperature**, because heat-transfer deterioration or enhancement can occur depending on pressure, mass flux, heat flux, and flow geometry. A conventional correlation developed away from the pseudo-critical region may therefore give inaccurate predictions.

Accurate analysis is also relevant to **thermal-hydraulic stability and safety margins**: small changes in heat transfer can affect cladding temperatures, thermal stresses, and the available margin to material or fuel limits.

The precise severity and even qualitative behavior are **design- and operating-condition dependent**; pressure, channel geometry, mass flux, and heat-flux distribution all matter.","Heat-transfer analysis near the pseudo-critical region is important in an SCWR because water’s thermophysical properties change very rapidly there, even though the fluid remains single-phase. Around the pseudo-critical temperature, density, specific heat, thermal conductivity, and viscosity can vary strongly with temperature. These variations can substantially alter the local heat-transfer coefficient and coolant temperature distribution.

This is particularly important for predicting **wall temperature and fuel-cladding temperature**, because heat-transfer deterioration or enhancement can occur depending on pressure, mass flux, heat flux, and flow geometry. A conventional correlation developed away from the pseudo-critical region may therefore give inaccurate predictions.

Accurate analysis is also relevant to **thermal-hydraulic stability and safety margins**: small changes in heat transfer can affect cladding temperatures, thermal stresses, and the available margin to material or fuel limits.

The precise severity and even qualitative behavior are **design- and operating-condition dependent**; pressure, channel geometry, mass flux, and heat-flux distribution all matter.",GIF SCWR public materials,Why can heat-transfer analysis near the pseudo-critical region be important in an SCWR?,"Thermophysical properties of supercritical water can vary strongly near the pseudo-critical region, affecting density, heat capacity, heat transfer, flow stability and cladding temperature. Appropriate correlations, validation and operating conditions matter.",assistant_drafted_expert_review_pending_user_signoff
RB-NOG-002,NOG / Operating Procedures,Review vs validation,Medium,Model-C,ChatGPT Web,ChatGPT Web — GPT-5.6 Luna (displayed/default),Accept as written,Low,5,5,5,5,5,5,No material error,None,No additional review,5,"The response is technically sound and closely aligned with the reference context. Clear and balanced explanation that simulator validation complements rather than replaces technical review and tests execution in representative conditions. No material correction is needed, and the answer is sufficiently bounded for the stated review vs validation task.","Simulator validation is useful because a technical review primarily establishes that an operating guideline is logically sound, technically justified, and consistent with the assumed plant response. It may not reveal how the guideline performs when applied dynamically by operators to a realistic plant state.

Simulation provides a complementary check by exercising the guideline against representative transients and operating conditions. It can reveal ambiguities, impractical action sequences, timing problems, unexpected interactions between actions, or situations in which an instruction is difficult to execute or could lead to an undesirable plant response. It also tests whether operators can correctly interpret and apply the guidance under realistic workload and evolving conditions.

Importantly, simulator validation does **not** replace technical review: a guideline can be operationally usable yet technically incorrect, or technically correct yet operationally difficult to implement. The value and scope of simulator validation are therefore **design- and guideline-specific**, depending on the plant, simulator fidelity, operator actions involved, and safety significance of the guidance.","Simulator validation is useful because a technical review primarily establishes that an operating guideline is logically sound, technically justified, and consistent with the assumed plant response. It may not reveal how the guideline performs when applied dynamically by operators to a realistic plant state.

Simulation provides a complementary check by exercising the guideline against representative transients and operating conditions. It can reveal ambiguities, impractical action sequences, timing problems, unexpected interactions between actions, or situations in which an instruction is difficult to execute or could lead to an undesirable plant response. It also tests whether operators can correctly interpret and apply the guidance under realistic workload and evolving conditions.

Importantly, simulator validation does **not** replace technical review: a guideline can be operationally usable yet technically incorrect, or technically correct yet operationally difficult to implement. The value and scope of simulator validation are therefore **design- and guideline-specific**, depending on the plant, simulator fidelity, operator actions involved, and safety significance of the guidance.",IAEA SSR-2/2; SSG-70; SSG-76,Why is simulator validation useful after technical review of an operating guideline?,"Technical review checks correctness and consistency; simulator validation can reveal execution, timing, human-factors, indication, interface and plant-response issues that are difficult to identify from a document alone.",assistant_drafted_expert_review_pending_user_signoff
RB-SMR-008,SMR / AMR / MMR,Fuel and supply-chain reasoning,Medium,Model-C,ChatGPT Web,ChatGPT Web — GPT-5.6 Luna (displayed/default),Accept as written,Low,5,5,5,5,5,5,No material error,None,No additional review,5,"The response is technically sound and closely aligned with the reference context. Covers feasibility, capacity, lead time, qualification, concentration and economics while clearly separating possibility from security of supply. No material correction is needed, and the answer is sufficiently bounded for the stated fuel and supply-chain reasoning task.","The claim is too strong. **Technical manufacturability is necessary but not sufficient to establish low fuel-supply risk.** An AI should separate several questions:

* **Fuel-cycle feasibility:** Can the required fuel form, enrichment, fabrication, and qualification be achieved at the necessary scale and quality?
* **Supply-chain capacity:** Are suitable facilities, feedstock, enrichment/conversion services, fabrication lines, transport, and qualified suppliers actually available?
* **Scalability and lead time:** Can production expand fast enough to support commercial deployment and replacement-fuel schedules?
* **Qualification and reliability:** Is the fuel demonstrated and licensed/accepted for the specific reactor, with adequate manufacturing yield and quality control?
* **Concentration and resilience:** Does dependence on a small number of suppliers, specialized equipment, or a particular jurisdiction create disruption or geopolitical risk?
* **Economics:** Can fuel be manufactured at a sustainable cost rather than merely demonstrated technically?

Thus, “the fuel can technically be manufactured” establishes **possibility**, not **security of supply**. The appropriate conclusion is design- and fuel-cycle-specific: an advanced reactor may have low fuel-supply risk, but that requires evidence about the entire supply chain, capacity, qualification, economics, and resilience.","The claim is too strong. **Technical manufacturability is necessary but not sufficient to establish low fuel-supply risk.** An AI should separate several questions:

* **Fuel-cycle feasibility:** Can the required fuel form, enrichment, fabrication, and qualification be achieved at the necessary scale and quality?
* **Supply-chain capacity:** Are suitable facilities, feedstock, enrichment/conversion services, fabrication lines, transport, and qualified suppliers actually available?
* **Scalability and lead time:** Can production expand fast enough to support commercial deployment and replacement-fuel schedules?
* **Qualification and reliability:** Is the fuel demonstrated and licensed/accepted for the specific reactor, with adequate manufacturing yield and quality control?
* **Concentration and resilience:** Does dependence on a small number of suppliers, specialized equipment, or a particular jurisdiction create disruption or geopolitical risk?
* **Economics:** Can fuel be manufactured at a sustainable cost rather than merely demonstrated technically?

Thus, “the fuel can technically be manufactured” establishes **possibility**, not **security of supply**. The appropriate conclusion is design- and fuel-cycle-specific: an advanced reactor may have low fuel-supply risk, but that requires evidence about the entire supply chain, capacity, qualification, economics, and resilience.",IAEA ARIS; public fuel-cycle information,How should an AI evaluate the claim that an advanced reactor has no fuel-supply risk because its required fuel can be technically manufactured?,"Technical manufacturability is not the same as commercial availability. Evaluation should consider enrichment level and capacity, qualified fabrication facilities, licensing, transport, supplier concentration, lead times, demand competition and demonstrated production scale. The answer should distinguish technical feasibility from supply-chain readiness.",assistant_drafted_expert_review_pending_user_signoff
RB-EPR-005,EPR / PWR Systems & Safety,P&ID / interface review,Medium,Model-C,ChatGPT Web,ChatGPT Web — GPT-5.6 Luna (displayed/default),Accept as written,Low,5,5,5,5,5,5,No material error,None,No additional review,5,"The response is technically sound and closely aligned with the reference context. Comprehensive design-basis, interface, I&C, physical implementation, maintainability and configuration-control review with appropriate design-specific qualification. No material correction is needed, and the answer is sufficiently bounded for the stated p&id / interface review task.","An expert should first establish the **design basis and safety function** of the auxiliary system: required functions, operating modes, transients, accident conditions, and applicable design classifications. Then verify that the proposed P&ID change preserves required **defence-in-depth, redundancy, independence, and single-failure assumptions**.

Key checks include:

* **Process correctness:** flow paths, pressures, temperatures, inventories, equipment capacities, and control-valve behavior.
* **System interactions:** impacts on connected systems, interfaces, isolation boundaries, drains/vents, and potential unintended flow paths.
* **Safety analysis:** whether the change alters assumptions, setpoints, accident sequences, heat removal, confinement, or radiological release pathways.
* **Instrumentation and controls:** sensing locations, failure modes, interlocks, alarms, trips, and loss-of-power behavior.
* **Reliability and maintainability:** testing, surveillance, isolation for maintenance, common-cause vulnerabilities, and accessibility.
* **Physical implementation:** piping loads, supports, seismic effects, layout, equipment qualification, and constructability.
* **Configuration control:** consistency with calculations, equipment specifications, electrical/control diagrams, procedures, and as-built conditions.

Finally, the AI proposal should be treated as a **design hypothesis, not an engineering authority**. The required verification depth is design- and jurisdiction-specific.","An expert should first establish the **design basis and safety function** of the auxiliary system: required functions, operating modes, transients, accident conditions, and applicable design classifications. Then verify that the proposed P&ID change preserves required **defence-in-depth, redundancy, independence, and single-failure assumptions**.

Key checks include:

* **Process correctness:** flow paths, pressures, temperatures, inventories, equipment capacities, and control-valve behavior.
* **System interactions:** impacts on connected systems, interfaces, isolation boundaries, drains/vents, and potential unintended flow paths.
* **Safety analysis:** whether the change alters assumptions, setpoints, accident sequences, heat removal, confinement, or radiological release pathways.
* **Instrumentation and controls:** sensing locations, failure modes, interlocks, alarms, trips, and loss-of-power behavior.
* **Reliability and maintainability:** testing, surveillance, isolation for maintenance, common-cause vulnerabilities, and accessibility.
* **Physical implementation:** piping loads, supports, seismic effects, layout, equipment qualification, and constructability.
* **Configuration control:** consistency with calculations, equipment specifications, electrical/control diagrams, procedures, and as-built conditions.

Finally, the AI proposal should be treated as a **design hypothesis, not an engineering authority**. The required verification depth is design- and jurisdiction-specific.",Systems-engineering and nuclear design-review practice,What should an expert check when an AI proposes a P&ID modification to a nuclear auxiliary system?,"Check the intended function, system boundaries, flow paths, isolation, normal and abnormal states, interfaces, instrumentation/control, electrical/support dependencies, maintainability, requirements, safety classification and downstream document impacts. A P&ID edit cannot be assessed in isolation.",assistant_drafted_expert_review_pending_user_signoff
RB-EPR-003,EPR / PWR Systems & Safety,LOCA analysis,Hard,Model-A,Gemini Web,Gemini Web — 3.5 Flash-Lite (displayed),Accept with minor edits,Moderate,4,4,4,4,4,4,Source or authority weakness,None,Independent safety review,5,"The core conclusion is correct and the response is usable, but a limited correction is needed. Strong LOCA checklist, but it leans on methodology examples from other licensing contexts and does not explicitly preserve credited operator actions and the complete uncertainty-to-conclusion chain. The issue does not overturn the central engineering conclusion, so a minor edit is sufficient.","The summary should preserve the initiating event and break assumptions, initial and boundary conditions, system availability assumptions, physical models, key safety criteria, uncertainties, relevant operator actions if credited, and the link between calculated results and the safety conclusion.","Before accepting an AI-generated summary of a Loss-of-Coolant Accident (LOCA) analysis, engineers must verify the traceability of several fundamental technical elements to ensure physical and regulatory validity:

* **Initial Operating Conditions:** Nominal core power, initial coolant inventory, and decay heat models (e.g., ANS standards).
* **Break Characterization:** Assumptions regarding break size, location, geometry, and critical flow discharge coefficients.
* **Evaluation Model & Code Applicability:** Whether the analysis uses a conservative Appendix K framework or a Best-Estimate Plus Uncertainty (BEPU) methodology, ensuring the thermal-hydraulic code is validated for the transient regime.
* **Safety System Response:** Actuation setpoints, component delay times, containment backpressure assumptions, and delivered Emergency Core Cooling System (ECCS) flows.
* **Fuel Performance Criteria:** Cladding oxidation kinetics, swelling/rupture models, and Peak Cladding Temperature (PCT) calculations.

*Because LOCA behavior is strongly design-specific, transient-dependent, and sensitive to plant configuration, any summarized conclusions must be explicitly tied to verified plant-specific input decks rather than generalized AI approximations.*",IAEA GSR Part 4; public PWR accident-analysis principles,"Before accepting an AI summary of a LOCA analysis, what technical elements should be traceable?","The summary should preserve the initiating event and break assumptions, initial and boundary conditions, system availability assumptions, physical models, key safety criteria, uncertainties, relevant operator actions if credited, and the link between calculated results and the safety conclusion.",assistant_drafted_expert_review_pending_user_signoff
RB-EPR-008,EPR / PWR Systems & Safety,Radiation protection interface,Medium,Model-A,Gemini Web,Gemini Web — 3.5 Flash-Lite (displayed),Accept with minor edits,Low,4,4,4,4,4,4,Unsupported generalization,None,Domain SME review,5,"The core conclusion is correct and the response is usable, but a limited correction is needed. The radiological mechanism is correct, but some broad statements about auxiliary-system inventories and effects are more specific than needed and monitoring/maintenance impacts are compressed. The issue does not overturn the central engineering conclusion, so a minor edit is sufficient.","Operating conditions can affect source terms, activity transport, residence time, leakage, shielding needs, maintenance exposure and monitoring assumptions. Radiation-protection conclusions should remain consistent with the actual system state and interfaces.","Changing the operating conditions of a reactor auxiliary system can directly alter source terms, fluid transport dynamics, and activation product behavior. Auxiliary systems frequently process, store, or transport radioactive liquids, gases, and slurries containing fission and activation products.

Altering parameters such as flow rate, temperature, chemistry, or duty cycles can shift isotopic concentrations, increase out-of-core crud deposition, or accelerate gaseous stripping. Consequently, baseline radiation-protection assumptions—including expected area dose rates, shielding effectiveness, ventilation filtration capacities, and zoning classifications—may become invalid, creating unexpected personnel exposure risks or contamination pathways.

Because these impacts rely heavily on plant-specific design features, isotopic inventories, and system configurations, the exact consequences are inherently context-dependent and require rigorous, design-specific evaluation before operational modifications are finalized.",IAEA GSR Part 3; PWR systems engineering,Why should radiation-protection assumptions be reviewed when changing the operating conditions of a reactor auxiliary system?,"Operating conditions can affect source terms, activity transport, residence time, leakage, shielding needs, maintenance exposure and monitoring assumptions. Radiation-protection conclusions should remain consistent with the actual system state and interfaces.",assistant_drafted_expert_review_pending_user_signoff
RB-SMR-003,SMR / AMR / MMR,Multi-module systems reasoning,Hard,Model-B,Claude Web,Claude Web — Claude Sonnet 5 Moyen (displayed),Accept with minor edits,Low,5,4,5,5,5,4,Source or authority weakness,None,Source verification required,5,"The core conclusion is correct and the response is usable, but a limited correction is needed. The engineering logic is strong, but the answer introduces a jurisdiction-specific regulatory example and a few detailed claims beyond the supplied basis. The issue does not overturn the central engineering conclusion, so a minor edit is sufficient.","A multi-module site can introduce shared systems, common-cause dependencies, interactions between modules, concurrent maintenance or events, staffing and control-room challenges, shared ultimate heat sinks and site-level emergency considerations. The impact is design-specific and must be assessed rather than assumed negligible.","An evaluator should treat that claim as unsupported by default and check several things:

**Shared systems and infrastructure**: Do the added modules share electrical distribution, cooling water intake, spent fuel storage, control room staffing, or emergency systems with existing units? Shared infrastructure creates common-cause vulnerabilities that a single-module assessment wouldn't capture.

**Aggregate source term and site dose**: Regulatory dose limits (e.g., 10 CFR 100 in the US framework, or equivalent) are typically evaluated at the site boundary, not per-unit. More modules can mean more simultaneous or cumulative radiological source term, even if each module's individual accident analysis is unchanged.

**Multi-unit and cascading event scenarios**: Does the safety case address a scenario affecting multiple modules simultaneously (seismic event, grid loss, external hazard)? Single-module probabilistic risk assessments don't automatically sum correctly across a multi-module site.

**Staffing and operator workload**: Emergency response and operator action assumptions may not scale linearly.

**Conclusion**: The claim may hold for genuinely independent modules with no shared systems, but is generally false as a blanket statement — it is highly design- and site-specific and needs explicit justification, not assumption.",IAEA SMR publications and general nuclear safety principles,What should an evaluator check when an AI claims that adding more modules to an SMR site only increases electrical output and does not change the safety assessment?,"A multi-module site can introduce shared systems, common-cause dependencies, interactions between modules, concurrent maintenance or events, staffing and control-room challenges, shared ultimate heat sinks and site-level emergency considerations. The impact is design-specific and must be assessed rather than assumed negligible.",assistant_drafted_expert_review_pending_user_signoff
